OrderID,ItemsList
ORD_0685,"ITEM_008, ITEM_001, ITEM_048, ITEM_018, ITEM_019, ITEM_004"
ORD_0686,"ITEM_025, ITEM_099, ITEM_083, ITEM_011, ITEM_007, ITEM_019"
ORD_0687,"ITEM_018, ITEM_003"
ORD_0688,"ITEM_009, ITEM_007, ITEM_005, ITEM_002, ITEM_004, ITEM_015"
ORD_0689,ITEM_010
ORD_0690,"ITEM_009, ITEM_013"
ORD_0691,"ITEM_014, ITEM_041, ITEM_016, ITEM_015"
ORD_0692,"ITEM_018, ITEM_090, ITEM_061, ITEM_002"
ORD_0693,"ITEM_031, ITEM_019, ITEM_013, ITEM_005"
ORD_0694,"ITEM_095, ITEM_020, ITEM_008, ITEM_010, ITEM_014, ITEM_019, ITEM_034, ITEM_017"
ORD_0695,"ITEM_057, ITEM_007, ITEM_015, ITEM_002"
ORD_0696,"ITEM_010, ITEM_003, ITEM_009, ITEM_092, ITEM_080, ITEM_018, ITEM_041, ITEM_017"
ORD_0697,ITEM_059
ORD_0698,"ITEM_080, ITEM_045, ITEM_006, ITEM_055, ITEM_017"
ORD_0699,"ITEM_016, ITEM_009, ITEM_073, ITEM_003, ITEM_011, ITEM_006, ITEM_005"
ORD_0700,"ITEM_006, ITEM_035, ITEM_005, ITEM_027, ITEM_017"
ORD_0701,"ITEM_010, ITEM_019, ITEM_004"
ORD_0702,"ITEM_013, ITEM_009, ITEM_003, ITEM_006, ITEM_012, ITEM_018, ITEM_001, ITEM_015"
ORD_0703,"ITEM_014, ITEM_019, ITEM_002"
ORD_0704,"ITEM_016, ITEM_003, ITEM_012, ITEM_018, ITEM_093, ITEM_038"
ORD_0705,"ITEM_009, ITEM_001"
ORD_0706,"ITEM_018, ITEM_020, ITEM_008, ITEM_083"
ORD_0707,"ITEM_019, ITEM_008"
ORD_0708,"ITEM_016, ITEM_010, ITEM_003, ITEM_011, ITEM_005, ITEM_057, ITEM_018"
ORD_0709,"ITEM_016, ITEM_009, ITEM_046, ITEM_092, ITEM_088, ITEM_005, ITEM_071"
ORD_0710,ITEM_048
ORD_0711,"ITEM_013, ITEM_029, ITEM_012, ITEM_067, ITEM_018, ITEM_019, ITEM_017"
ORD_0712,"ITEM_031, ITEM_020, ITEM_008, ITEM_012, ITEM_007, ITEM_005, ITEM_032, ITEM_026"
ORD_0713,ITEM_007
ORD_0714,"ITEM_003, ITEM_019, ITEM_002"
ORD_0715,"ITEM_008, ITEM_087, ITEM_011, ITEM_002, ITEM_019, ITEM_001"
ORD_0716,"ITEM_014, ITEM_034, ITEM_011"
ORD_0717,ITEM_030
ORD_0718,"ITEM_008, ITEM_089, ITEM_043, ITEM_009, ITEM_011, ITEM_005, ITEM_001, ITEM_032"
ORD_0719,"ITEM_016, ITEM_009, ITEM_050, ITEM_011, ITEM_005, ITEM_001"
ORD_0720,"ITEM_009, ITEM_012, ITEM_036, ITEM_061, ITEM_005, ITEM_019, ITEM_015"
ORD_0721,"ITEM_020, ITEM_044, ITEM_010, ITEM_074, ITEM_012, ITEM_005, ITEM_002, ITEM_026"
ORD_0722,"ITEM_031, ITEM_011, ITEM_006, ITEM_057, ITEM_015"
ORD_0723,"ITEM_018, ITEM_045"
ORD_0724,"ITEM_009, ITEM_019, ITEM_002, ITEM_011"
ORD_0725,"ITEM_006, ITEM_091, ITEM_056"
ORD_0726,"ITEM_009, ITEM_092"
ORD_0727,"ITEM_009, ITEM_014, ITEM_012, ITEM_007, ITEM_002, ITEM_059"
ORD_0728,"ITEM_013, ITEM_014, ITEM_057, ITEM_017, ITEM_004, ITEM_032"
ORD_0729,"ITEM_013, ITEM_020, ITEM_011, ITEM_006, ITEM_005, ITEM_002, ITEM_018, ITEM_019"
ORD_0730,"ITEM_076, ITEM_003, ITEM_072, ITEM_011, ITEM_074, ITEM_005, ITEM_038"
ORD_0731,"ITEM_092, ITEM_053, ITEM_012, ITEM_007, ITEM_037, ITEM_001"
ORD_0732,"ITEM_019, ITEM_004, ITEM_016"
ORD_0733,ITEM_051
ORD_0734,ITEM_015
ORD_0735,"ITEM_039, ITEM_016, ITEM_010, ITEM_024, ITEM_048, ITEM_007, ITEM_057, ITEM_017"
ORD_0736,"ITEM_013, ITEM_010, ITEM_009, ITEM_042, ITEM_006, ITEM_055, ITEM_057"
ORD_0737,"ITEM_006, ITEM_018, ITEM_019, ITEM_062, ITEM_001, ITEM_017"
ORD_0738,"ITEM_003, ITEM_007, ITEM_016"
ORD_0739,ITEM_032
ORD_0740,"ITEM_098, ITEM_020, ITEM_039, ITEM_084, ITEM_015, ITEM_014, ITEM_012, ITEM_017"
ORD_0741,"ITEM_006, ITEM_004"
ORD_0742,"ITEM_006, ITEM_008, ITEM_007, ITEM_096"
ORD_0743,"ITEM_020, ITEM_009, ITEM_001, ITEM_002, ITEM_065, ITEM_093, ITEM_004"
ORD_0744,"ITEM_039, ITEM_042, ITEM_007, ITEM_002, ITEM_017"
ORD_0745,"ITEM_009, ITEM_001, ITEM_015"
ORD_0746,"ITEM_008, ITEM_003, ITEM_001, ITEM_002, ITEM_004"
ORD_0747,ITEM_090
ORD_0748,"ITEM_013, ITEM_043, ITEM_016, ITEM_010, ITEM_014"
ORD_0749,"ITEM_010, ITEM_073, ITEM_001"
ORD_0750,ITEM_016
ORD_0751,"ITEM_018, ITEM_002"
ORD_0752,ITEM_015
ORD_0753,ITEM_012
ORD_0754,"ITEM_008, ITEM_016, ITEM_003, ITEM_014, ITEM_001"
ORD_0755,"ITEM_018, ITEM_007, ITEM_001"
ORD_0756,"ITEM_060, ITEM_020, ITEM_003, ITEM_012, ITEM_007, ITEM_002, ITEM_018, ITEM_052"
ORD_0757,ITEM_012
ORD_0758,"ITEM_018, ITEM_054, ITEM_011"
ORD_0759,"ITEM_013, ITEM_011, ITEM_006, ITEM_014, ITEM_007, ITEM_019, ITEM_049, ITEM_017"
ORD_0760,"ITEM_027, ITEM_013, ITEM_006, ITEM_004"
ORD_0761,ITEM_008
ORD_0762,"ITEM_022, ITEM_008, ITEM_009, ITEM_011, ITEM_006, ITEM_019"
ORD_0763,"ITEM_019, ITEM_002"
ORD_0764,"ITEM_020, ITEM_086, ITEM_003, ITEM_014, ITEM_002, ITEM_049, ITEM_001, ITEM_015"
ORD_0765,"ITEM_016, ITEM_003, ITEM_024, ITEM_014, ITEM_012"
ORD_0766,"ITEM_015, ITEM_056"
ORD_0767,"ITEM_020, ITEM_039, ITEM_009, ITEM_011, ITEM_012, ITEM_019"
ORD_0768,"ITEM_058, ITEM_005, ITEM_002, ITEM_018, ITEM_017"
ORD_0769,"ITEM_009, ITEM_024, ITEM_006, ITEM_014, ITEM_018, ITEM_019, ITEM_001"
ORD_0770,ITEM_020
ORD_0771,"ITEM_044, ITEM_010, ITEM_073, ITEM_007, ITEM_019, ITEM_017"
ORD_0772,"ITEM_002, ITEM_015, ITEM_011"
ORD_0773,"ITEM_012, ITEM_079, ITEM_018, ITEM_052, ITEM_015"
ORD_0774,"ITEM_013, ITEM_016, ITEM_003, ITEM_012, ITEM_007"
ORD_0775,"ITEM_014, ITEM_015"
ORD_0776,ITEM_010
ORD_0777,"ITEM_008, ITEM_009, ITEM_005, ITEM_100, ITEM_019, ITEM_038"
ORD_0778,"ITEM_035, ITEM_012, ITEM_005"
ORD_0779,"ITEM_010, ITEM_014, ITEM_051, ITEM_019, ITEM_017"
ORD_0780,"ITEM_008, ITEM_013, ITEM_068, ITEM_002, ITEM_063"
ORD_0781,"ITEM_008, ITEM_013, ITEM_020, ITEM_009, ITEM_010, ITEM_007"
ORD_0782,"ITEM_003, ITEM_020, ITEM_002"
ORD_0783,"ITEM_078, ITEM_013, ITEM_009, ITEM_011, ITEM_100, ITEM_004"
ORD_0784,ITEM_005
ORD_0785,ITEM_004
ORD_0786,"ITEM_003, ITEM_006, ITEM_005, ITEM_016"
ORD_0787,"ITEM_018, ITEM_097"
ORD_0788,"ITEM_020, ITEM_016, ITEM_010, ITEM_014, ITEM_005, ITEM_017"
ORD_0789,"ITEM_017, ITEM_011"
ORD_0790,"ITEM_008, ITEM_013, ITEM_003, ITEM_024, ITEM_011, ITEM_012, ITEM_040, ITEM_015"
ORD_0791,ITEM_076
ORD_0792,ITEM_097
ORD_0793,ITEM_013
ORD_0794,"ITEM_008, ITEM_073, ITEM_010, ITEM_006, ITEM_042, ITEM_007, ITEM_055, ITEM_017"
ORD_0795,"ITEM_008, ITEM_009, ITEM_087, ITEM_085, ITEM_015"
ORD_0796,"ITEM_013, ITEM_003, ITEM_045, ITEM_011, ITEM_006, ITEM_007, ITEM_019, ITEM_017"
ORD_0797,"ITEM_019, ITEM_020"
ORD_0798,"ITEM_008, ITEM_016, ITEM_003, ITEM_002, ITEM_019, ITEM_049, ITEM_004"
ORD_0799,"ITEM_004, ITEM_073, ITEM_020, ITEM_008"
ORD_0800,"ITEM_020, ITEM_008, ITEM_016, ITEM_009, ITEM_005, ITEM_002, ITEM_065, ITEM_015"
ORD_0801,"ITEM_008, ITEM_080"
ORD_0802,"ITEM_014, ITEM_008"
ORD_0803,"ITEM_037, ITEM_006, ITEM_050, ITEM_011"
ORD_0804,"ITEM_073, ITEM_047, ITEM_013"
ORD_0805,"ITEM_020, ITEM_086, ITEM_016, ITEM_004, ITEM_017"
ORD_0806,"ITEM_020, ITEM_013, ITEM_099, ITEM_002, ITEM_018, ITEM_019, ITEM_017"
ORD_0807,"ITEM_020, ITEM_013, ITEM_016, ITEM_003, ITEM_056, ITEM_005, ITEM_018"
ORD_0808,"ITEM_019, ITEM_070, ITEM_012"
ORD_0809,ITEM_020
ORD_0810,ITEM_005
ORD_0811,"ITEM_009, ITEM_012, ITEM_061, ITEM_004, ITEM_015"
ORD_0812,"ITEM_006, ITEM_013, ITEM_016"
ORD_0813,"ITEM_010, ITEM_009, ITEM_015, ITEM_014, ITEM_018, ITEM_019, ITEM_004, ITEM_017"
ORD_0814,"ITEM_013, ITEM_010, ITEM_011, ITEM_006, ITEM_007, ITEM_061"
ORD_0815,"ITEM_006, ITEM_002"
ORD_0816,"ITEM_020, ITEM_009, ITEM_003, ITEM_002, ITEM_057, ITEM_091"
ORD_0817,"ITEM_007, ITEM_077, ITEM_002"
ORD_0818,"ITEM_018, ITEM_016"
ORD_0819,"ITEM_075, ITEM_008, ITEM_002"
ORD_0820,"ITEM_006, ITEM_017"
ORD_0821,"ITEM_019, ITEM_020, ITEM_007, ITEM_001"
ORD_0822,"ITEM_010, ITEM_007"
ORD_0823,"ITEM_009, ITEM_013, ITEM_001"
ORD_0824,"ITEM_010, ITEM_011, ITEM_004, ITEM_014, ITEM_002, ITEM_001"
ORD_0825,"ITEM_090, ITEM_024, ITEM_011, ITEM_014, ITEM_007, ITEM_005, ITEM_002, ITEM_019"
ORD_0826,"ITEM_019, ITEM_013, ITEM_004, ITEM_014"
ORD_0827,"ITEM_016, ITEM_014, ITEM_094, ITEM_007, ITEM_065, ITEM_062, ITEM_001"
ORD_0828,"ITEM_010, ITEM_003, ITEM_029, ITEM_082, ITEM_019, ITEM_017"
ORD_0829,"ITEM_013, ITEM_009, ITEM_011, ITEM_001, ITEM_017"
ORD_0830,"ITEM_013, ITEM_011, ITEM_085, ITEM_007, ITEM_002, ITEM_097, ITEM_017"
ORD_0831,"ITEM_083, ITEM_003, ITEM_004, ITEM_014, ITEM_018, ITEM_001"
ORD_0832,"ITEM_078, ITEM_019, ITEM_051, ITEM_015"
ORD_0833,"ITEM_023, ITEM_017, ITEM_056"
ORD_0834,ITEM_015
ORD_0835,ITEM_019
ORD_0836,"ITEM_003, ITEM_023, ITEM_007, ITEM_017"
ORD_0837,"ITEM_020, ITEM_086, ITEM_011, ITEM_014, ITEM_019, ITEM_004"
ORD_0838,"ITEM_015, ITEM_006, ITEM_057, ITEM_018, ITEM_001, ITEM_026"
ORD_0839,"ITEM_020, ITEM_010, ITEM_003, ITEM_065, ITEM_019"
ORD_0840,"ITEM_016, ITEM_010, ITEM_003, ITEM_014, ITEM_007, ITEM_034, ITEM_015"
ORD_0841,"ITEM_013, ITEM_016, ITEM_087, ITEM_072, ITEM_014, ITEM_007, ITEM_005, ITEM_001"
ORD_0842,"ITEM_016, ITEM_010, ITEM_024, ITEM_065, ITEM_018"
ORD_0843,"ITEM_008, ITEM_016, ITEM_009, ITEM_010, ITEM_080, ITEM_072, ITEM_007, ITEM_019"
ORD_0844,"ITEM_020, ITEM_008, ITEM_010, ITEM_003, ITEM_080, ITEM_006, ITEM_015"
ORD_0845,ITEM_011
ORD_0846,"ITEM_011, ITEM_012, ITEM_064, ITEM_018, ITEM_004"
ORD_0847,"ITEM_011, ITEM_007, ITEM_068, ITEM_018, ITEM_004, ITEM_015"
ORD_0848,"ITEM_009, ITEM_014, ITEM_086, ITEM_005"
ORD_0849,"ITEM_014, ITEM_013, ITEM_015, ITEM_003"
ORD_0850,"ITEM_020, ITEM_008, ITEM_013, ITEM_012, ITEM_018, ITEM_015"
ORD_0851,"ITEM_020, ITEM_009, ITEM_012, ITEM_002, ITEM_018, ITEM_038, ITEM_004, ITEM_015"
ORD_0852,ITEM_009
ORD_0853,"ITEM_008, ITEM_090, ITEM_073, ITEM_006, ITEM_012, ITEM_018, ITEM_059"
ORD_0854,"ITEM_008, ITEM_011, ITEM_002, ITEM_019, ITEM_001"
ORD_0855,ITEM_002
ORD_0856,"ITEM_098, ITEM_012, ITEM_010"
ORD_0857,"ITEM_019, ITEM_089, ITEM_017"
ORD_0858,"ITEM_006, ITEM_012, ITEM_007, ITEM_094, ITEM_077, ITEM_018, ITEM_019"
ORD_0859,"ITEM_019, ITEM_001, ITEM_048"
ORD_0860,"ITEM_020, ITEM_083, ITEM_011, ITEM_056, ITEM_014, ITEM_006, ITEM_061, ITEM_015"
ORD_0861,"ITEM_078, ITEM_016, ITEM_015, ITEM_011, ITEM_005, ITEM_017"
ORD_0862,"ITEM_005, ITEM_054, ITEM_079, ITEM_019, ITEM_096, ITEM_001"
ORD_0863,"ITEM_018, ITEM_004, ITEM_015, ITEM_011"
ORD_0864,"ITEM_016, ITEM_014, ITEM_007, ITEM_057, ITEM_001"
ORD_0865,"ITEM_008, ITEM_066, ITEM_009, ITEM_019, ITEM_071, ITEM_015"
ORD_0866,ITEM_015
ORD_0867,"ITEM_016, ITEM_018, ITEM_004, ITEM_017, ITEM_026"
ORD_0868,"ITEM_016, ITEM_010, ITEM_015, ITEM_006, ITEM_014, ITEM_057, ITEM_017"
ORD_0869,"ITEM_006, ITEM_091, ITEM_001, ITEM_017"
ORD_0870,"ITEM_014, ITEM_013"
ORD_0871,"ITEM_009, ITEM_023, ITEM_012, ITEM_067"
ORD_0872,ITEM_074
ORD_0873,"ITEM_019, ITEM_013, ITEM_093, ITEM_050"
ORD_0874,"ITEM_013, ITEM_008, ITEM_012, ITEM_057, ITEM_091, ITEM_033, ITEM_001, ITEM_017"
ORD_0875,"ITEM_019, ITEM_013, ITEM_008, ITEM_017"
ORD_0876,"ITEM_011, ITEM_019, ITEM_097, ITEM_004, ITEM_033"
ORD_0877,"ITEM_008, ITEM_011, ITEM_014, ITEM_005, ITEM_019, ITEM_033"
ORD_0878,"ITEM_009, ITEM_046, ITEM_006, ITEM_002, ITEM_017"
ORD_0879,"ITEM_066, ITEM_043, ITEM_005, ITEM_020"
ORD_0880,"ITEM_014, ITEM_030, ITEM_100"
ORD_0881,"ITEM_016, ITEM_011, ITEM_081, ITEM_005, ITEM_019, ITEM_091"
ORD_0882,"ITEM_073, ITEM_001, ITEM_011, ITEM_006, ITEM_094, ITEM_007, ITEM_004, ITEM_033"
ORD_0883,"ITEM_001, ITEM_054"
ORD_0884,ITEM_017
ORD_0885,"ITEM_084, ITEM_010, ITEM_045, ITEM_012, ITEM_007, ITEM_018"
ORD_0886,"ITEM_013, ITEM_015"
ORD_0887,"ITEM_070, ITEM_012, ITEM_005, ITEM_002, ITEM_019"
ORD_0888,"ITEM_022, ITEM_025, ITEM_016, ITEM_009, ITEM_006, ITEM_058, ITEM_005, ITEM_015"
ORD_0889,"ITEM_043, ITEM_016, ITEM_015, ITEM_068, ITEM_017"
ORD_0890,ITEM_004
ORD_0891,"ITEM_073, ITEM_019, ITEM_060, ITEM_005"
ORD_0892,"ITEM_019, ITEM_005, ITEM_011"
ORD_0893,"ITEM_010, ITEM_003, ITEM_012, ITEM_058, ITEM_071, ITEM_038"
ORD_0894,"ITEM_013, ITEM_010, ITEM_011, ITEM_006, ITEM_014, ITEM_004"
ORD_0895,"ITEM_013, ITEM_008, ITEM_010, ITEM_003, ITEM_014, ITEM_005, ITEM_001, ITEM_017"
ORD_0896,ITEM_006
ORD_0897,"ITEM_014, ITEM_013, ITEM_058, ITEM_011"
ORD_0898,ITEM_020
ORD_0899,"ITEM_011, ITEM_001, ITEM_002"
ORD_0900,"ITEM_009, ITEM_061"
ORD_0901,"ITEM_007, ITEM_001"
ORD_0902,"ITEM_013, ITEM_010, ITEM_003, ITEM_024, ITEM_012, ITEM_005, ITEM_001, ITEM_015"
ORD_0903,"ITEM_008, ITEM_009, ITEM_024, ITEM_011, ITEM_012, ITEM_019"
ORD_0904,ITEM_007
ORD_0905,"ITEM_016, ITEM_083, ITEM_009, ITEM_010, ITEM_011, ITEM_019"
ORD_0906,"ITEM_007, ITEM_002"
ORD_0907,"ITEM_008, ITEM_068, ITEM_076, ITEM_003, ITEM_014, ITEM_006, ITEM_002, ITEM_019"
ORD_0908,"ITEM_003, ITEM_092, ITEM_014, ITEM_002, ITEM_015"
ORD_0909,"ITEM_009, ITEM_100, ITEM_019, ITEM_023, ITEM_001"
ORD_0910,"ITEM_008, ITEM_010, ITEM_014, ITEM_002, ITEM_018, ITEM_001, ITEM_017"
ORD_0911,"ITEM_010, ITEM_028, ITEM_008"
ORD_0912,"ITEM_098, ITEM_010, ITEM_005, ITEM_004"
ORD_0913,"ITEM_020, ITEM_009, ITEM_014, ITEM_002, ITEM_062, ITEM_052"
ORD_0914,"ITEM_095, ITEM_010, ITEM_003, ITEM_007, ITEM_015"
ORD_0915,"ITEM_031, ITEM_008, ITEM_014, ITEM_006, ITEM_088, ITEM_002, ITEM_004"
ORD_0916,"ITEM_018, ITEM_006"
ORD_0917,"ITEM_010, ITEM_061"
ORD_0918,"ITEM_084, ITEM_029, ITEM_048, ITEM_012, ITEM_005, ITEM_001, ITEM_017"
ORD_0919,"ITEM_014, ITEM_057"
ORD_0920,"ITEM_056, ITEM_011, ITEM_006, ITEM_001, ITEM_017"
ORD_0921,"ITEM_008, ITEM_084, ITEM_056, ITEM_006, ITEM_005"
ORD_0922,"ITEM_020, ITEM_016, ITEM_010, ITEM_075, ITEM_092, ITEM_001, ITEM_015"
ORD_0923,"ITEM_016, ITEM_009, ITEM_045, ITEM_012, ITEM_007, ITEM_001, ITEM_017"
ORD_0924,"ITEM_009, ITEM_001, ITEM_015, ITEM_016"
ORD_0925,"ITEM_016, ITEM_011, ITEM_049, ITEM_054, ITEM_019, ITEM_017, ITEM_004, ITEM_015"
ORD_0926,ITEM_010
ORD_0927,"ITEM_095, ITEM_008, ITEM_009, ITEM_030, ITEM_011, ITEM_006"
ORD_0928,"ITEM_003, ITEM_008, ITEM_076, ITEM_020"
ORD_0929,"ITEM_008, ITEM_009, ITEM_014, ITEM_070, ITEM_012, ITEM_006, ITEM_068, ITEM_015"
ORD_0930,"ITEM_018, ITEM_006, ITEM_013, ITEM_012"
ORD_0931,"ITEM_020, ITEM_008, ITEM_016, ITEM_030, ITEM_014, ITEM_007, ITEM_002"
ORD_0932,"ITEM_010, ITEM_009, ITEM_053, ITEM_014, ITEM_041, ITEM_015"
ORD_0933,"ITEM_001, ITEM_017"
ORD_0934,"ITEM_008, ITEM_011, ITEM_014, ITEM_094, ITEM_068, ITEM_018, ITEM_017"
ORD_0935,ITEM_026
ORD_0936,"ITEM_093, ITEM_056"
ORD_0937,"ITEM_003, ITEM_005, ITEM_016"
ORD_0938,ITEM_092
ORD_0939,"ITEM_016, ITEM_003, ITEM_006, ITEM_014, ITEM_012, ITEM_018, ITEM_017"
ORD_0940,"ITEM_013, ITEM_020, ITEM_016, ITEM_041, ITEM_100, ITEM_019, ITEM_001, ITEM_015"
ORD_0941,"ITEM_009, ITEM_011, ITEM_006, ITEM_012, ITEM_007, ITEM_005, ITEM_004"
ORD_0942,"ITEM_019, ITEM_005"
ORD_0943,"ITEM_008, ITEM_020, ITEM_084, ITEM_002, ITEM_019, ITEM_001, ITEM_017"
ORD_0944,"ITEM_013, ITEM_016, ITEM_009, ITEM_012, ITEM_100"
ORD_0945,"ITEM_063, ITEM_019"
ORD_0946,"ITEM_018, ITEM_020, ITEM_004"
ORD_0947,"ITEM_008, ITEM_036"
ORD_0948,"ITEM_018, ITEM_049, ITEM_009, ITEM_044"
ORD_0949,"ITEM_007, ITEM_015"
ORD_0950,"ITEM_020, ITEM_016, ITEM_003, ITEM_014, ITEM_002, ITEM_018, ITEM_017"
ORD_0951,"ITEM_013, ITEM_010, ITEM_011, ITEM_019, ITEM_004"
ORD_0952,"ITEM_001, ITEM_015"
ORD_0953,ITEM_017
ORD_0954,"ITEM_098, ITEM_003, ITEM_008"
ORD_0955,"ITEM_001, ITEM_041, ITEM_002"
ORD_0956,"ITEM_003, ITEM_064, ITEM_077, ITEM_018, ITEM_019, ITEM_004"
ORD_0957,"ITEM_005, ITEM_002"
ORD_0958,"ITEM_012, ITEM_007, ITEM_005, ITEM_019, ITEM_001"
ORD_0959,"ITEM_013, ITEM_008, ITEM_020, ITEM_016, ITEM_014, ITEM_012, ITEM_005, ITEM_100"
ORD_0960,ITEM_019
ORD_0961,"ITEM_010, ITEM_006, ITEM_008, ITEM_020"
ORD_0962,"ITEM_060, ITEM_012, ITEM_093"
ORD_0963,"ITEM_012, ITEM_007, ITEM_005, ITEM_002, ITEM_019"
ORD_0964,"ITEM_020, ITEM_001"
ORD_0965,"ITEM_008, ITEM_016, ITEM_003, ITEM_024, ITEM_005, ITEM_018"
ORD_0966,"ITEM_004, ITEM_019, ITEM_041, ITEM_015"
ORD_0967,"ITEM_022, ITEM_014, ITEM_013, ITEM_090"
ORD_0968,"ITEM_008, ITEM_017, ITEM_002"
ORD_0969,"ITEM_013, ITEM_009, ITEM_003, ITEM_094, ITEM_004"
ORD_0970,"ITEM_013, ITEM_042, ITEM_036, ITEM_002, ITEM_018, ITEM_015"
ORD_0971,"ITEM_020, ITEM_003, ITEM_056, ITEM_007, ITEM_002, ITEM_018, ITEM_049, ITEM_096"
ORD_0972,"ITEM_079, ITEM_073, ITEM_006, ITEM_007, ITEM_036, ITEM_002, ITEM_015"
ORD_0973,"ITEM_004, ITEM_007, ITEM_005, ITEM_083"
ORD_0974,"ITEM_020, ITEM_003, ITEM_011, ITEM_002, ITEM_018, ITEM_001, ITEM_037"
ORD_0975,"ITEM_009, ITEM_010, ITEM_075, ITEM_012, ITEM_005, ITEM_001, ITEM_015"
ORD_0976,ITEM_008
ORD_0977,ITEM_008
ORD_0978,"ITEM_019, ITEM_051, ITEM_004, ITEM_011"
ORD_0979,"ITEM_040, ITEM_062, ITEM_015, ITEM_011"
ORD_0980,"ITEM_030, ITEM_014, ITEM_007, ITEM_019, ITEM_001, ITEM_017"
ORD_0981,ITEM_019
ORD_0982,"ITEM_009, ITEM_008, ITEM_002"
ORD_0983,"ITEM_020, ITEM_048, ITEM_002, ITEM_018, ITEM_017"
ORD_0984,"ITEM_008, ITEM_004, ITEM_012, ITEM_007, ITEM_002, ITEM_001, ITEM_017"
ORD_0985,"ITEM_009, ITEM_076, ITEM_011"
ORD_0986,"ITEM_020, ITEM_009, ITEM_056, ITEM_018, ITEM_027, ITEM_093, ITEM_040"
ORD_0987,"ITEM_079, ITEM_002"
ORD_0988,"ITEM_060, ITEM_010, ITEM_011, ITEM_006, ITEM_007, ITEM_002, ITEM_027, ITEM_017"
ORD_0989,"ITEM_006, ITEM_088, ITEM_038"
ORD_0990,"ITEM_020, ITEM_009, ITEM_018, ITEM_007, ITEM_002, ITEM_063, ITEM_019, ITEM_004"
ORD_0991,"ITEM_075, ITEM_012"
ORD_0992,"ITEM_010, ITEM_009, ITEM_018, ITEM_019, ITEM_001, ITEM_015"
ORD_0993,"ITEM_025, ITEM_013, ITEM_010, ITEM_003, ITEM_065, ITEM_079, ITEM_018, ITEM_004"
ORD_0994,"ITEM_008, ITEM_011, ITEM_014, ITEM_002, ITEM_034, ITEM_017"
ORD_0995,"ITEM_013, ITEM_010, ITEM_011, ITEM_006, ITEM_012, ITEM_007, ITEM_002, ITEM_001"
ORD_0996,"ITEM_020, ITEM_013"
ORD_0997,ITEM_029
ORD_0998,"ITEM_020, ITEM_004"
ORD_0999,"ITEM_027, ITEM_012, ITEM_003"
ORD_1000,"ITEM_030, ITEM_008, ITEM_007, ITEM_020"
